Player ID,Player,Age,Team,Pos,G,GS,Pnt,Yds,Y/P,RetYds,NetYds,NY/P,Lng,TB,TB%,Pnt20,In20%,Blck
,AJ Cole III,26.0,LVR,P,17.0,0.0,64.0,3202.0,50.0,347.0,2715.0,42.4,71.0,7.0,10.9,28.0,43.8,0.0
559659.0,Logan Cooke,26.0,JAX,P,15.0,0.0,64.0,3026.0,47.3,173.0,2833.0,44.3,68.0,1.0,1.6,28.0,43.8,0.0
487725.0,Pat O'Donnell,30.0,CHI,P,17.0,0.0,62.0,2865.0,46.2,393.0,2372.0,38.3,72.0,5.0,8.1,19.0,30.6,0.0
377859.0,Tress Way,31.0,WAS,P,16.0,0.0,60.0,2901.0,48.4,237.0,2524.0,42.1,66.0,7.0,11.7,22.0,36.7,0.0
3914922.0,Rigoberto Sanchez,27.0,IND,P,17.0,0.0,59.0,2627.0,44.5,286.0,2321.0,39.3,79.0,1.0,1.7,24.0,40.7,0.0
4035685.0,Mitch Wishnowsky,29.0,SFO,P,17.0,0.0,57.0,2566.0,45.0,156.0,2310.0,40.5,67.0,5.0,8.8,21.0,36.8,0.0
534595.0,Bradley Pinion,27.0,TAM,P,15.0,0.0,56.0,2378.0,42.5,172.0,2166.0,38.7,65.0,2.0,3.6,23.0,41.1,0.0
4371989.0,Arryn Siposs,29.0,PHI,P,17.0,0.0,55.0,2416.0,43.9,226.0,2130.0,38.7,68.0,3.0,5.5,17.0,30.9,0.0
4039396.0,Corey Bojorquez,25.0,GNB,P,17.0,0.0,53.0,2467.0,46.5,271.0,2116.0,39.9,82.0,4.0,7.5,18.0,34.0,0.0
546439.0,Matt Haack,27.0,BUF,P,17.0,0.0,52.0,2230.0,42.9,91.0,1999.0,37.7,63.0,7.0,13.5,18.0,34.6,1.0
379324.0,Johnny Hekker,31.0,LAR,P,17.0,0.0,51.0,2252.0,44.2,63.0,2169.0,42.5,59.0,1.0,2.0,23.0,45.1,0.0
,Andy Lee,39.0,ARI,P,16.0,0.0,51.0,2501.0,49.0,340.0,2061.0,40.4,62.0,5.0,9.8,11.0,21.6,0.0
,Jake Bailey,24.0,NWE,P,17.0,0.0,49.0,2316.0,47.3,138.0,2058.0,39.6,71.0,6.0,12.2,23.0,46.9,3.0
157876.0,Brett Kern,35.0,TEN,P,14.0,0.0,47.0,2105.0,44.8,186.0,1899.0,40.4,59.0,1.0,2.1,18.0,38.3,0.0
518248.0,Ty Long,28.0,LAC,P,17.0,0.0,46.0,2091.0,45.5,341.0,1710.0,36.4,69.0,2.0,4.3,11.0,23.9,1.0
3936185.0,Jamie Gillan,24.0,CLE,P,12.0,0.0,42.0,1842.0,43.9,177.0,1645.0,39.2,65.0,1.0,2.4,15.0,35.7,0.0
4035239.0,Braden Mann,24.0,NYJ,P,10.0,0.0,41.0,1875.0,45.7,136.0,1719.0,40.9,63.0,1.0,2.4,14.0,34.1,1.0
553836.0,Lac Edwards,29.0,CAR,P,10.0,0.0,38.0,1821.0,47.9,247.0,1534.0,39.3,62.0,2.0,5.3,8.0,21.1,1.0
3915398.0,Tommy Townsend,25.0,KAN,P,16.0,0.0,37.0,1746.0,47.2,78.0,1608.0,43.5,68.0,3.0,8.1,20.0,54.1,0.0
555930.0,Cameron Nizialek,26.0,ATL,P,4.0,0.0,18.0,817.0,45.4,61.0,716.0,39.8,62.0,2.0,11.1,6.0,33.3,0.0
3125280.0,Corliss Waitman,26.0,PIT,P,2.0,0.0,7.0,365.0,52.1,47.0,298.0,42.6,63.0,1.0,14.3,1.0,14.3,0.0
3919602.0,Matt Ammendola,25.0,NYJ,K,11.0,0.0,6.0,291.0,48.5,36.0,255.0,42.5,65.0,0.0,0.0,2.0,33.3,0.0
3916449.0,Sterling Hofrichter,25.0,TAM,P,2.0,0.0,6.0,227.0,37.8,16.0,205.0,34.2,45.0,0.0,0.0,3.0,50.0,0.0
3126368.0,JK Scott,26.0,JAX,P,1.0,0.0,4.0,159.0,39.8,0.0,159.0,39.8,47.0,0.0,0.0,0.0,0.0,0.0
120324.0,Robbie Gould,39.0,SFO,K,13.0,0.0,2.0,90.0,45.0,0.0,90.0,45.0,47.0,0.0,0.0,1.0,50.0,0.0
549297.0,Younghoe Koo,27.0,ATL,K,17.0,0.0,2.0,70.0,35.0,0.0,70.0,35.0,45.0,0.0,0.0,0.0,0.0,0.0
551558.0,Harrison Butker,26.0,KAN,K,16.0,0.0,1.0,31.0,31.0,0.0,31.0,31.0,31.0,0.0,0.0,1.0,100.0,0.0
546436.0,Zane Gonzalez,26.0,CAR,K,12.0,0.0,1.0,40.0,40.0,0.0,20.0,20.0,40.0,1.0,100.0,0.0,0.0,0.0
3127313.0,Tristan Vizcaino,25.0,LAC,K,6.0,0.0,1.0,32.0,32.0,6.0,26.0,26.0,32.0,0.0,0.0,1.0,100.0,0.0
