Player ID,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb
3116165.0,Chris Godwin,22.0,TAM,WR,16.0,5.0,95.0,59.0,842.0,14.3,7.0,48.0,58.9,48.0,3.7,52.6,62.1,8.9,4.0
,Todd Gurley,24.0,LAR,RB,14.0,14.0,81.0,59.0,580.0,9.8,4.0,26.0,53.1,56.0,4.2,41.4,72.8,7.2,1.0
482840.0,Dion Lewis,28.0,TEN,RB,16.0,7.0,67.0,59.0,400.0,6.8,1.0,13.0,41.8,37.0,3.7,25.0,88.1,6.0,1.0
515181.0,Tyler Lockett,26.0,SEA,WR,16.0,14.0,70.0,57.0,965.0,16.9,10.0,37.0,65.7,52.0,3.6,60.3,81.4,13.8,2.0
552940.0,Zay Jones,23.0,BUF,WR,16.0,15.0,102.0,56.0,652.0,11.6,7.0,33.0,42.2,57.0,3.5,40.8,54.9,6.4,1.0
3123076.0,David Njoku,22.0,CLE,TE,16.0,14.0,88.0,56.0,639.0,11.4,4.0,27.0,45.5,66.0,3.5,39.9,63.6,7.3,0.0
546653.0,James Conner,23.0,PIT,RB,13.0,12.0,71.0,55.0,497.0,9.0,1.0,20.0,52.1,29.0,4.2,38.2,77.5,7.0,4.0
480882.0,Jimmy Graham,32.0,GNB,TE,16.0,12.0,89.0,55.0,636.0,11.6,2.0,32.0,47.2,54.0,3.4,39.8,61.8,7.1,0.0
,D.J. Moore,21.0,CAR,WR,16.0,10.0,82.0,55.0,788.0,14.3,2.0,33.0,53.7,82.0,3.4,49.3,67.1,9.6,4.0
518204.0,Allen Robinson,25.0,CHI,WR,13.0,12.0,94.0,55.0,754.0,13.7,4.0,36.0,52.1,43.0,4.2,58.0,58.5,8.0,1.0
534409.0,T.J. Yeldon,25.0,JAX,RB,14.0,5.0,78.0,55.0,487.0,8.9,4.0,20.0,46.2,37.0,3.9,34.8,70.5,6.2,1.0
503955.0,Trey Burton,27.0,CHI,TE,16.0,16.0,76.0,54.0,569.0,10.5,6.0,29.0,57.9,47.0,3.4,35.6,71.1,7.5,1.0
184845.0,Michael Crabtree,31.0,BAL,WR,16.0,16.0,100.0,54.0,607.0,11.2,3.0,35.0,47.0,27.0,3.4,37.9,54.0,6.1,0.0
,Jordan Reed,28.0,WAS,TE,13.0,8.0,84.0,54.0,558.0,10.3,2.0,26.0,50.0,34.0,4.2,42.9,64.3,6.6,1.0
535744.0,Kenyan Drake,24.0,MIA,RB,16.0,7.0,73.0,53.0,477.0,9.0,5.0,23.0,45.2,52.0,3.3,29.8,72.6,6.5,2.0
537458.0,Chester Rogers,24.0,IND,WR,16.0,10.0,72.0,53.0,485.0,9.2,2.0,28.0,54.2,34.0,3.3,30.3,73.6,6.7,1.0
236934.0,Doug Baldwin,30.0,SEA,WR,13.0,13.0,73.0,50.0,618.0,12.4,5.0,32.0,54.8,42.0,3.8,47.5,68.5,8.5,0.0
,Robbie Chosen,25.0,NYJ,WR,14.0,9.0,94.0,50.0,752.0,15.0,6.0,30.0,46.8,76.0,3.6,53.7,53.2,8.0,2.0
514218.0,Melvin Gordon,25.0,LAC,RB,12.0,12.0,66.0,50.0,490.0,9.8,4.0,21.0,48.5,66.0,4.2,40.8,75.8,7.4,1.0
,David Johnson,27.0,ARI,RB,16.0,16.0,76.0,50.0,446.0,8.9,3.0,22.0,34.2,40.0,3.1,27.9,65.8,5.9,3.0
482477.0,Vance McDonald,28.0,PIT,TE,15.0,14.0,72.0,50.0,610.0,12.2,4.0,33.0,55.6,75.0,3.3,40.7,69.4,8.5,2.0
512013.0,Donte Moncrief,25.0,JAX,WR,16.0,14.0,89.0,48.0,668.0,13.9,3.0,28.0,50.6,80.0,3.0,41.8,53.9,7.5,1.0
232120.0,Rob Gronkowski,29.0,NWE,TE,13.0,11.0,72.0,47.0,682.0,14.5,3.0,34.0,62.5,42.0,3.6,52.5,65.3,9.5,1.0
,Duke Johnson,25.0,CLE,RB,16.0,2.0,62.0,47.0,429.0,9.1,3.0,25.0,46.8,32.0,2.9,26.8,75.8,6.9,1.0
,A.J. Green,30.0,CIN,WR,9.0,9.0,77.0,46.0,694.0,15.1,6.0,37.0,57.1,38.0,5.1,77.1,59.7,9.0,2.0
550117.0,Evan Engram,24.0,NYG,TE,11.0,8.0,64.0,45.0,577.0,12.8,3.0,22.0,43.8,54.0,4.1,52.5,70.3,9.0,0.0
,Seth Roberts,27.0,OAK,WR,15.0,7.0,64.0,45.0,494.0,11.0,2.0,24.0,53.1,44.0,3.0,32.9,70.3,7.7,0.0
516301.0,Josh Doctson,26.0,WAS,WR,15.0,12.0,78.0,44.0,532.0,12.1,2.0,31.0,51.3,32.0,2.9,35.5,56.4,6.8,0.0
535145.0,Devin Funchess,24.0,CAR,WR,14.0,12.0,79.0,44.0,549.0,12.5,4.0,35.0,50.6,27.0,3.1,39.2,55.7,6.9,0.0
3915097.0,Antonio Callaway,21.0,CLE,WR,16.0,11.0,79.0,43.0,586.0,13.6,5.0,27.0,44.3,71.0,2.7,36.6,54.4,7.4,1.0
3895856.0,Christian Kirk,22.0,ARI,WR,12.0,7.0,68.0,43.0,590.0,13.7,3.0,21.0,44.1,75.0,3.6,49.2,63.2,8.7,0.0
3116385.0,Joe Mixon,22.0,CIN,RB,14.0,13.0,55.0,43.0,296.0,6.9,1.0,14.0,50.9,21.0,3.1,21.1,78.2,5.4,0.0
511843.0,C.J. Uzomah,25.0,CIN,TE,16.0,15.0,64.0,43.0,439.0,10.2,3.0,21.0,57.8,29.0,2.7,27.4,67.2,6.9,0.0
,Mike Williams,24.0,LAC,WR,16.0,5.0,66.0,43.0,664.0,15.4,10.0,36.0,59.1,55.0,2.7,41.5,65.2,10.1,0.0
382643.0,Jarius Wright,29.0,CAR,WR,16.0,6.0,59.0,43.0,447.0,10.4,1.0,24.0,57.6,33.0,2.7,27.9,72.9,7.6,3.0
547051.0,Kendrick Bourne,23.0,SFO,WR,16.0,8.0,66.0,42.0,487.0,11.6,4.0,30.0,54.5,33.0,2.6,30.4,63.6,7.4,1.0
167662.0,John Brown,28.0,BAL,WR,16.0,15.0,97.0,42.0,715.0,17.0,5.0,28.0,38.1,71.0,2.6,44.7,43.3,7.4,0.0
3128429.0,Courtland Sutton,23.0,DEN,WR,16.0,9.0,84.0,42.0,704.0,16.8,4.0,30.0,45.2,42.0,2.6,44.0,50.0,8.4,0.0
174193.0,DeSean Jackson,32.0,TAM,WR,12.0,10.0,74.0,41.0,774.0,18.9,4.0,31.0,51.4,75.0,3.4,64.5,55.4,10.5,0.0
480764.0,Chris Thompson,28.0,WAS,RB,10.0,0.0,55.0,41.0,268.0,6.5,1.0,12.0,40.0,23.0,4.1,26.8,74.5,4.9,1.0
162356.0,Tyrell Williams,26.0,LAC,WR,16.0,10.0,65.0,41.0,653.0,15.9,5.0,30.0,53.8,75.0,2.6,40.8,63.1,10.0,2.0
3116593.0,Dalvin Cook,23.0,MIN,RB,11.0,10.0,49.0,40.0,305.0,7.6,2.0,15.0,51.0,27.0,3.6,27.7,81.6,6.2,2.0
534695.0,Cooper Kupp,25.0,LAR,WR,8.0,8.0,55.0,40.0,566.0,14.2,6.0,25.0,60.0,70.0,5.0,70.8,72.7,10.3,0.0
512839.0,Sammy Watkins,25.0,KAN,WR,10.0,9.0,55.0,40.0,519.0,13.0,3.0,24.0,65.5,50.0,4.0,51.9,72.7,9.4,1.0
,Austin Ekeler,23.0,LAC,RB,14.0,3.0,53.0,39.0,404.0,10.4,3.0,18.0,52.8,44.0,2.8,28.9,73.6,7.6,1.0
,Chris Herndon,22.0,NYJ,TE,16.0,12.0,56.0,39.0,502.0,12.9,4.0,25.0,60.7,32.0,2.4,31.4,69.6,9.0,2.0
546244.0,Rashard Higgins,24.0,CLE,WR,13.0,1.0,53.0,39.0,572.0,14.7,4.0,27.0,64.2,40.0,3.0,44.0,73.6,10.8,2.0
3121427.0,Curtis Samuel,22.0,CAR,WR,13.0,8.0,65.0,39.0,494.0,12.7,5.0,24.0,49.2,53.0,3.0,38.0,60.0,7.6,1.0
3122866.0,Devontae Booker,26.0,DEN,RB,16.0,0.0,51.0,38.0,275.0,7.2,0.0,9.0,51.0,30.0,2.4,17.2,74.5,5.4,1.0
382886.0,Randall Cobb,28.0,GNB,WR,9.0,6.0,61.0,38.0,383.0,10.1,2.0,18.0,45.9,75.0,4.2,42.6,62.3,6.3,2.0
,Keelan Cole,25.0,JAX,WR,16.0,11.0,70.0,38.0,491.0,12.9,1.0,25.0,52.9,35.0,2.4,30.7,54.3,7.0,2.0
501848.0,Quincy Enunwa,26.0,NYJ,WR,11.0,10.0,68.0,38.0,449.0,11.8,1.0,22.0,42.6,42.0,3.5,40.8,55.9,6.6,2.0
379208.0,Jacquizz Rodgers,28.0,TAM,RB,16.0,0.0,45.0,38.0,304.0,8.0,0.0,13.0,55.6,24.0,2.4,19.0,84.4,6.8,1.0
549962.0,Marquez Valdes-Scantling,24.0,GNB,WR,16.0,10.0,73.0,38.0,581.0,15.3,2.0,23.0,43.8,60.0,2.4,36.3,52.1,8.0,0.0
379413.0,Jermaine Kearse,28.0,NYJ,WR,14.0,9.0,76.0,37.0,371.0,10.0,1.0,20.0,39.5,29.0,2.6,26.5,48.7,4.9,0.0
501915.0,Kenny Stills,26.0,MIA,WR,15.0,15.0,64.0,37.0,553.0,14.9,6.0,27.0,53.1,75.0,2.5,36.9,57.8,8.6,1.0
552775.0,Taywan Taylor,23.0,TEN,WR,13.0,5.0,56.0,37.0,466.0,12.6,1.0,19.0,57.1,55.0,2.8,35.8,66.1,8.3,1.0
545256.0,Ryan Switzer,24.0,PIT,WR,16.0,1.0,44.0,36.0,253.0,7.0,1.0,15.0,50.0,24.0,2.3,15.8,81.8,5.8,2.0
237315.0,Ian Thomas,22.0,CAR,TE,16.0,6.0,49.0,36.0,333.0,9.3,2.0,20.0,53.1,31.0,2.3,20.8,73.5,6.8,0.0
513339.0,Javorius Allen,27.0,BAL,RB,14.0,0.0,43.0,35.0,196.0,5.6,2.0,11.0,44.2,17.0,2.5,14.0,81.4,4.6,1.0
500890.0,Giovani Bernard,27.0,CIN,RB,12.0,4.0,48.0,35.0,218.0,6.2,0.0,8.0,41.7,26.0,2.9,18.2,72.9,4.5,0.0
118923.0,Ryan Grant,28.0,IND,WR,14.0,10.0,52.0,35.0,334.0,9.5,1.0,18.0,57.7,23.0,2.5,23.9,67.3,6.4,0.0
,Chris Hogan,31.0,NWE,WR,16.0,7.0,55.0,35.0,532.0,15.2,3.0,22.0,56.4,63.0,2.2,33.3,63.6,9.7,0.0
,Marvin Jones,28.0,DET,WR,9.0,9.0,62.0,35.0,508.0,14.5,5.0,27.0,51.6,39.0,3.9,56.4,56.5,8.2,0.0
550277.0,Phillip Lindsay,24.0,DEN,RB,15.0,8.0,47.0,35.0,241.0,6.9,1.0,12.0,44.7,29.0,2.3,16.1,74.5,5.1,0.0
550014.0,Laquon Treadwell,23.0,MIN,WR,15.0,7.0,53.0,35.0,302.0,8.6,1.0,16.0,45.3,22.0,2.3,20.1,66.0,5.7,0.0
,Ben Watson,38.0,NOR,TE,16.0,4.0,46.0,35.0,400.0,11.4,2.0,21.0,63.0,32.0,2.2,25.0,76.1,8.7,0.0
3116365.0,Mark Andrews,23.0,BAL,TE,16.0,3.0,50.0,34.0,552.0,16.2,3.0,28.0,64.0,74.0,2.1,34.5,68.0,11.0,0.0
,Mike Davis,25.0,SEA,RB,15.0,2.0,42.0,34.0,214.0,6.3,1.0,10.0,47.6,18.0,2.3,14.3,81.0,5.1,0.0
546370.0,O.J. Howard,24.0,TAM,TE,10.0,8.0,48.0,34.0,565.0,16.6,5.0,28.0,64.6,75.0,3.4,56.5,70.8,11.8,0.0
235978.0,LeSean McCoy,30.0,BUF,RB,14.0,13.0,46.0,34.0,238.0,7.0,0.0,10.0,37.0,24.0,2.4,17.0,73.9,5.2,0.0
549866.0,Ricky Seals-Jones,23.0,ARI,TE,15.0,5.0,69.0,34.0,343.0,10.1,1.0,14.0,39.1,40.0,2.3,22.9,49.3,5.0,0.0
3129253.0,Gerald Everett,24.0,LAR,TE,16.0,0.0,50.0,33.0,320.0,9.7,3.0,16.0,48.0,40.0,2.1,20.0,66.0,6.4,0.0
4036348.0,Michael Gallup,22.0,DAL,WR,16.0,8.0,68.0,33.0,507.0,15.4,2.0,21.0,41.2,49.0,2.1,31.7,48.5,7.5,0.0
3121023.0,Dallas Goedert,23.0,PHI,TE,16.0,8.0,44.0,33.0,334.0,10.1,4.0,15.0,59.1,32.0,2.1,20.9,75.0,7.6,0.0
380707.0,Anthony Miller,24.0,CHI,WR,15.0,4.0,54.0,33.0,423.0,12.8,7.0,19.0,50.0,55.0,2.2,28.2,61.1,7.8,1.0
535801.0,Tevin Coleman,25.0,ATL,RB,16.0,14.0,44.0,32.0,276.0,8.6,5.0,15.0,52.3,39.0,2.0,17.3,72.7,6.3,2.0
513146.0,Chris Conley,26.0,KAN,WR,16.0,13.0,52.0,32.0,334.0,10.4,5.0,18.0,55.8,27.0,2.0,20.9,61.5,6.4,2.0
517570.0,Phillip Dorsett,25.0,NWE,WR,16.0,2.0,42.0,32.0,290.0,9.1,3.0,14.0,59.5,20.0,2.0,18.1,76.2,6.9,0.0
,Will Fuller,24.0,HOU,WR,7.0,7.0,45.0,32.0,503.0,15.7,4.0,22.0,60.0,73.0,4.6,71.9,71.1,11.2,0.0
3916925.0,Kerryon Johnson,21.0,DET,RB,10.0,7.0,39.0,32.0,213.0,6.7,1.0,11.0,53.8,24.0,3.2,21.3,82.1,5.5,1.0
514175.0,Jeff Heuerman,26.0,DEN,TE,11.0,10.0,48.0,31.0,281.0,9.1,2.0,14.0,54.2,36.0,2.8,25.5,64.6,5.9,0.0
,Cameron Brate,27.0,TAM,TE,16.0,2.0,49.0,30.0,289.0,9.6,6.0,18.0,49.0,21.0,1.9,18.1,61.2,5.9,1.0
552330.0,DaeSean Hamilton,23.0,DEN,WR,14.0,5.0,45.0,30.0,243.0,8.1,2.0,16.0,46.7,24.0,2.1,17.4,66.7,5.4,0.0
535598.0,Jesse James,24.0,PIT,TE,16.0,7.0,39.0,30.0,423.0,14.1,2.0,17.0,69.2,51.0,1.9,26.4,76.9,10.8,0.0
,Kyle Juszczyk,27.0,SFO,FB,16.0,14.0,41.0,30.0,324.0,10.8,1.0,15.0,51.2,56.0,1.9,20.3,73.2,7.9,2.0
517452.0,Jamison Crowder,25.0,WAS,WR,9.0,7.0,49.0,29.0,388.0,13.4,2.0,15.0,44.9,79.0,3.2,43.1,59.2,7.9,0.0
559694.0,Josh Reynolds,23.0,LAR,WR,16.0,8.0,53.0,29.0,402.0,13.9,5.0,23.0,47.2,33.0,1.8,25.1,54.7,7.6,0.0
514185.0,Nick Vannett,25.0,SEA,TE,15.0,9.0,43.0,29.0,269.0,9.3,3.0,17.0,58.1,32.0,1.9,17.9,67.4,6.3,1.0
3915823.0,Keke Coutee,21.0,HOU,WR,6.0,2.0,41.0,28.0,287.0,10.3,1.0,13.0,48.8,40.0,4.7,47.8,68.3,7.0,0.0
,Antonio Gates,38.0,LAC,TE,16.0,1.0,45.0,28.0,333.0,11.9,2.0,19.0,53.3,27.0,1.8,20.8,62.2,7.4,1.0
,Maurice Harris,26.0,WAS,WR,12.0,7.0,47.0,28.0,304.0,10.9,0.0,12.0,40.4,42.0,2.3,25.3,59.6,6.5,1.0
236790.0,Dontrelle Inman,29.0,IND,WR,9.0,4.0,39.0,28.0,304.0,10.9,3.0,16.0,64.1,29.0,3.1,33.8,71.8,7.8,0.0
546046.0,Wendell Smallwood,24.0,PHI,RB,16.0,6.0,35.0,28.0,230.0,8.2,2.0,9.0,42.9,36.0,1.8,14.4,80.0,6.6,2.0
3128451.0,Tre'Quan Smith,22.0,NOR,WR,15.0,7.0,44.0,28.0,427.0,15.3,5.0,23.0,61.4,62.0,1.9,28.5,63.6,9.7,0.0
549314.0,Matt Breida,23.0,SFO,RB,14.0,13.0,31.0,27.0,261.0,9.7,2.0,12.0,67.7,26.0,1.9,18.6,87.1,8.4,1.0
551293.0,Robert Foster,24.0,BUF,WR,13.0,3.0,44.0,27.0,541.0,20.0,3.0,20.0,52.3,75.0,2.1,41.6,61.4,12.3,0.0
540257.0,Blake Jarwin,24.0,DAL,TE,16.0,4.0,36.0,27.0,307.0,11.4,3.0,16.0,61.1,39.0,1.7,19.2,75.0,8.5,0.0
150326.0,Greg Olsen,33.0,CAR,TE,9.0,9.0,38.0,27.0,291.0,10.8,4.0,18.0,65.8,23.0,3.0,32.3,71.1,7.7,0.0
534739.0,Zach Pascal,24.0,IND,WR,16.0,4.0,46.0,27.0,268.0,9.9,2.0,15.0,47.8,28.0,1.7,16.8,58.7,5.8,0.0
3127306.0,Dante Pettis,23.0,SFO,WR,12.0,7.0,45.0,27.0,467.0,17.3,5.0,19.0,44.4,75.0,2.3,38.9,60.0,10.4,2.0
3123969.0,Ito Smith,23.0,ATL,RB,14.0,0.0,32.0,27.0,152.0,5.6,0.0,9.0,46.9,20.0,1.9,10.9,84.4,4.8,1.0
536136.0,Jamaal Williams,23.0,GNB,RB,16.0,8.0,41.0,27.0,210.0,7.8,0.0,11.0,48.8,26.0,1.7,13.1,65.9,5.1,0.0
474860.0,Jack Doyle,28.0,IND,TE,6.0,6.0,33.0,26.0,245.0,9.4,2.0,14.0,63.6,20.0,4.3,40.8,78.8,7.4,1.0
552745.0,Kareem Hunt,23.0,KAN,RB,11.0,11.0,35.0,26.0,378.0,14.5,7.0,16.0,62.9,67.0,2.4,34.4,74.3,10.8,0.0
139082.0,Aaron Jones,24.0,GNB,RB,12.0,8.0,35.0,26.0,206.0,7.9,1.0,12.0,51.4,24.0,2.2,17.2,74.3,5.9,1.0
,David Moore,23.0,SEA,WR,16.0,7.0,53.0,26.0,445.0,17.1,5.0,19.0,37.7,54.0,1.6,27.8,49.1,8.4,2.0
3116721.0,Jaylen Samuels,22.0,PIT,RB,14.0,3.0,29.0,26.0,199.0,7.7,3.0,10.0,62.1,23.0,1.9,14.2,89.7,6.9,1.0
537063.0,Tajae Sharpe,24.0,TEN,WR,16.0,13.0,47.0,26.0,316.0,12.2,2.0,22.0,46.8,28.0,1.6,19.8,55.3,6.7,0.0
547337.0,Geoff Swaim,25.0,DAL,TE,9.0,9.0,32.0,26.0,242.0,9.3,1.0,11.0,46.9,43.0,2.9,26.9,81.3,7.6,0.0
,Trent Taylor,24.0,SFO,WR,14.0,0.0,41.0,26.0,215.0,8.3,1.0,11.0,41.5,23.0,1.9,15.4,63.4,5.2,1.0
501428.0,Albert Wilson,26.0,MIA,WR,7.0,3.0,35.0,26.0,391.0,15.0,4.0,11.0,45.7,75.0,3.7,55.9,74.3,11.2,0.0
145820.0,Vernon Davis,34.0,WAS,TE,14.0,8.0,36.0,25.0,367.0,14.7,2.0,15.0,52.8,53.0,1.8,26.2,69.4,10.2,0.0
236576.0,Rhett Ellison,30.0,NYG,TE,14.0,12.0,34.0,25.0,272.0,10.9,1.0,13.0,58.8,29.0,1.8,19.4,73.5,8.0,0.0
